organization_name,organization_abbr,organization_type,person_official_id,person_name,membership_type,start_date,end_date
Delegation for Relations with Afghanistan,D-AF,Delegation,129164,Tom VANDENKENDELAERE,Substitute,2021-02-05,
Committee on Agriculture and Rural Development,AGRI,Committee,129164,Tom VANDENKENDELAERE,Substitute,2021-03-24,2022-01-19
Committee on Foreign Affairs,AFET,Committee,129164,Tom VANDENKENDELAERE,Substitute,2022-01-20,
Committee on Agriculture and Rural Development,AGRI,Committee,129164,Tom VANDENKENDELAERE,Substitute,2022-01-20,
"Committee on Civil Liberties, Justice and Home Affairs",LIBE,Committee,129164,Tom VANDENKENDELAERE,Substitute,2022-01-20,
Committee of Inquiry to Investigate the Use of Pegasus and Equivalent Surveillance Spyware,PEGA,Special Committee,129164,Tom VANDENKENDELAERE,Substitute,2022-03-24,2023-07-18
"Committee on Industry, Research and Energy",ITRE,Committee,4513,Geoffrey VAN ORDEN,Member,2019-07-02,2020-01-12
Subcommittee on Security and Defence,SEDE,Subcommittee,4513,Geoffrey VAN ORDEN,Member,2019-07-02,2020-01-31
Delegation for Relations with India,D-IN,Delegation,4513,Geoffrey VAN ORDEN,Member,2019-07-02,2020-01-31
Committee on Development,DEVE,Committee,4513,Geoffrey VAN ORDEN,Substitute,2019-07-02,2020-01-31
Delegation to the EU-Türkiye Joint Parliamentary Committee,D-TR,Delegation,4513,Geoffrey VAN ORDEN,Substitute,2019-07-22,2020-01-31
Committee on Budgets,BUDG,Committee,125106,Johan VAN OVERTVELDT,Chair,2019-07-10,2022-01-19
Committee on Budgets,BUDG,Committee,125106,Johan VAN OVERTVELDT,Chair,2022-01-20,
Committee on Budgets,BUDG,Committee,125106,Johan VAN OVERTVELDT,Member,2019-07-02,2019-07-09
Delegation for Relations with Canada,D-CA,Delegation,125106,Johan VAN OVERTVELDT,Member,2019-07-02,2019-11-24
Committee on Economic and Monetary Affairs,ECON,Committee,125106,Johan VAN OVERTVELDT,Member,2019-07-02,2022-01-19
Conference of Committee Chairs,CCC,Political Body,125106,Johan VAN OVERTVELDT,Member,2019-07-10,
Committee on Economic and Monetary Affairs,ECON,Committee,125106,Johan VAN OVERTVELDT,Member,2022-01-20,
Delegation for Relations with Canada,D-CA,Delegation,125106,Johan VAN OVERTVELDT,Member,2022-03-23,
Committee on Transport and Tourism,TRAN,Committee,125106,Johan VAN OVERTVELDT,Substitute,2019-07-02,2022-01-19
Subcommittee on Tax Matters,FISC,Subcommittee,125106,Johan VAN OVERTVELDT,Substitute,2020-09-14,2022-01-19
Committee on Transport and Tourism,TRAN,Committee,125106,Johan VAN OVERTVELDT,Substitute,2022-01-20,
Subcommittee on Tax Matters,FISC,Subcommittee,125106,Johan VAN OVERTVELDT,Substitute,2022-01-20,
Committee on the Internal Market and Consumer Protection,IMCO,Committee,197870,Kim VAN SPARRENTAK,Member,2019-07-02,2022-01-19
Delegation for Relations with Belarus,D-BY,Delegation,197870,Kim VAN SPARRENTAK,Member,2019-07-02,2022-02-16
Special Committee on Artificial Intelligence in a Digital Age,AIDA,Special Committee,197870,Kim VAN SPARRENTAK,Member,2020-09-14,2022-03-23
Committee on the Internal Market and Consumer Protection,IMCO,Committee,197870,Kim VAN SPARRENTAK,Member,2022-01-20,
Delegation for Relations with Australia and New Zealand,DANZ,Delegation,197870,Kim VAN SPARRENTAK,Member,2022-02-17,
Committee on Employment and Social Affairs,EMPL,Committee,197870,Kim VAN SPARRENTAK,Substitute,2019-07-02,2022-01-19
Delegation for Relations with Australia and New Zealand,DANZ,Delegation,197870,Kim VAN SPARRENTAK,Substitute,2019-07-02,2022-02-16
Committee on Employment and Social Affairs,EMPL,Committee,197870,Kim VAN SPARRENTAK,Substitute,2022-01-20,
"Committee on the Environment, Public Health and Food Safety",ENVI,Committee,239257,Achille VARIATI,Member,2022-11-09,
Delegation to the EU-Albania Stabilisation and Association Parliamentary Committee,D-AL,Delegation,239257,Achille VARIATI,Member,2022-11-22,
Committee on Transport and Tourism,TRAN,Committee,239257,Achille VARIATI,Member,2022-12-12,
Committee on Agriculture and Rural Development,AGRI,Committee,239257,Achille VARIATI,Substitute,2022-11-08,
"Delegation for Relations with Bosnia and Herzegovina, and Kosovo",DSEE,Delegation,239257,Achille VARIATI,Substitute,2022-11-22,
Delegation to the Euro-Latin American Parliamentary Assembly,DLAT,Delegation,239257,Achille VARIATI,Substitute,2022-11-22,
Committee on Foreign Affairs,AFET,Committee,130100,Hilde VAUTMANS,Member,2019-07-02,2022-01-19
Delegation to the ACP-EU Joint Parliamentary Assembly,ACP-EU,Delegation,130100,Hilde VAUTMANS,Member,2019-07-02,2022-01-26
Committee on Women’s Rights and Gender Equality,FEMM,Committee,130100,Hilde VAUTMANS,Member,2020-03-10,2022-01-19
Delegation to the EU-UK Parliamentary Partnership Assembly,D-UK,Delegation,130100,Hilde VAUTMANS,Member,2021-10-18,
Committee on Women’s Rights and Gender Equality,FEMM,Committee,130100,Hilde VAUTMANS,Member,2022-01-20,2022-06-21
Committee on Foreign Affairs,AFET,Committee,130100,Hilde VAUTMANS,Member,2022-01-20,
Committee on Agriculture and Rural Development,AGRI,Committee,130100,Hilde VAUTMANS,Substitute,2019-07-02,2022-01-19
"Committee on Civil Liberties, Justice and Home Affairs",LIBE,Committee,130100,Hilde VAUTMANS,Substitute,2019-07-02,2022-01-19
Delegation for Relations with Japan,D-JP,Delegation,130100,Hilde VAUTMANS,Substitute,2019-07-02,
Committee of Inquiry on the Protection of Animals During Transport,ANIT,Special Committee,130100,Hilde VAUTMANS,Substitute,2020-06-19,2021-12-19
Special Committee on Beating Cancer,BECA,Special Committee,130100,Hilde VAUTMANS,Substitute,2020-09-14,2022-03-23
Committee on Agriculture and Rural Development,AGRI,Committee,130100,Hilde VAUTMANS,Substitute,2022-01-20,
"Committee on Civil Liberties, Justice and Home Affairs",LIBE,Committee,130100,Hilde VAUTMANS,Substitute,2022-01-20,
Committee on Women’s Rights and Gender Equality,FEMM,Committee,130100,Hilde VAUTMANS,Substitute,2022-06-22,
Committee on International Trade,INTA,Committee,197502,Marie-Pierre VEDRENNE,Vice-Chair,2019-07-10,2022-01-19
Delegation to the ACP-EU Joint Parliamentary Assembly,ACP-EU,Delegation,197502,Marie-Pierre VEDRENNE,Vice-Chair,2019-09-26,
Committee on International Trade,INTA,Committee,197502,Marie-Pierre VEDRENNE,Vice-Chair,2022-01-20,2022-01-23
Committee on International Trade,INTA,Committee,197502,Marie-Pierre VEDRENNE,Vice-Chair,2022-01-25,
Committee on International Trade,INTA,Committee,197502,Marie-Pierre VEDRENNE,Member,2019-07-02,2019-07-09
Delegation to the ACP-EU Joint Parliamentary Assembly,ACP-EU,Delegation,197502,Marie-Pierre VEDRENNE,Member,2019-07-02,2019-09-25
Committee on Petitions,PETI,Committee,197502,Marie-Pierre VEDRENNE,Member,2019-07-02,2020-03-09
Committee on Employment and Social Affairs,EMPL,Committee,197502,Marie-Pierre VEDRENNE,Member,2020-03-10,2022-01-19
Committee on Employment and Social Affairs,EMPL,Committee,197502,Marie-Pierre VEDRENNE,Member,2022-01-20,2022-06-05
Committee on Employment and Social Affairs,EMPL,Committee,197502,Marie-Pierre VEDRENNE,Substitute,2019-07-02,2020-03-09
Delegation to the Cariforum-EU Parliamentary Committee,DCAR,Delegation,197502,Marie-Pierre VEDRENNE,Substitute,2019-07-02,
Committee on Petitions,PETI,Committee,197502,Marie-Pierre VEDRENNE,Substitute,2020-03-10,2022-01-19
Committee on Petitions,PETI,Committee,197502,Marie-Pierre VEDRENNE,Substitute,2022-01-20,
Committee on Employment and Social Affairs,EMPL,Committee,197502,Marie-Pierre VEDRENNE,Substitute,2022-06-06,
Committee on International Trade,INTA,Committee,197747,Kyriakos VELOPOULOS,Member,2019-07-02,2019-07-06
Committee on Petitions,PETI,Committee,197747,Kyriakos VELOPOULOS,Member,2019-07-02,2019-07-06
"Committee on the Environment, Public Health and Food Safety",ENVI,Committee,197747,Kyriakos VELOPOULOS,Substitute,2019-07-02,2019-07-06
Committee on Culture and Education,CULT,Committee,96756,Sabine VERHEYEN,Chair,2019-07-10,2022-01-19
Committee on Culture and Education,CULT,Committee,96756,Sabine VERHEYEN,Chair,2022-01-20,
Committee on Culture and Education,CULT,Committee,96756,Sabine VERHEYEN,Member,2019-07-02,2019-07-09
Delegation for Relations with the Pan-African Parliament,DPAP,Delegation,96756,Sabine VERHEYEN,Member,2019-07-02,
Conference of Committee Chairs,CCC,Political Body,96756,Sabine VERHEYEN,Member,2019-07-10,
"Special Committee on Foreign Interference in all Democratic Processes in the European Union, including Disinformation",INGE,Special Committee,96756,Sabine VERHEYEN,Member,2020-09-14,2022-03-23
"Special Committee on Foreign Interference in All Democratic Processes in the European Union, Including Disinformation, and the Strengthening of Integrity, Transparency and Accountability in the European Parliament",ING2,Special Committee,96756,Sabine VERHEYEN,Member,2022-03-24,2023-08-12
Committee on Budgetary Control,CONT,Committee,96756,Sabine VERHEYEN,Substitute,2019-07-02,2020-02-18
Committee on Development,DEVE,Committee,96756,Sabine VERHEYEN,Substitute,2019-07-02,2022-01-19
Delegation for Relations with South Africa,D-ZA,Delegation,96756,Sabine VERHEYEN,Substitute,2019-07-02,
Committee on Development,DEVE,Committee,96756,Sabine VERHEYEN,Substitute,2022-01-20,
Delegation to the ACP-EU Joint Parliamentary Assembly,ACP-EU,Delegation,96756,Sabine VERHEYEN,Substitute,2022-03-24,2022-10-04
Delegation to the ACP-EU Joint Parliamentary Assembly,ACP-EU,Delegation,96756,Sabine VERHEYEN,Substitute,2022-11-18,
Committee on Constitutional Affairs,AFCO,Committee,97058,Guy VERHOFSTADT,Member,2019-07-02,2022-01-19
Delegation for Relations with the United States,D-US,Delegation,97058,Guy VERHOFSTADT,Member,2019-07-02,
Committee on Constitutional Affairs,AFCO,Committee,97058,Guy VERHOFSTADT,Member,2022-01-20,
Delegation for Relations with Israel,D-IL,Delegation,97058,Guy VERHOFSTADT,Substitute,2019-07-02,
Delegation to the Parliamentary Assembly of the Union for the Mediterranean,DMED,Delegation,97058,Guy VERHOFSTADT,Substitute,2019-07-02,
Committee on Foreign Affairs,AFET,Committee,125001,Harald VILIMSKY,Member,2019-07-02,2022-01-19
Delegation for Relations with the United States,D-US,Delegation,125001,Harald VILIMSKY,Member,2019-07-02,
Committee of Inquiry on the Protection of Animals During Transport,ANIT,Special Committee,125001,Harald VILIMSKY,Member,2020-06-19,2021-12-19
Committee on Foreign Affairs,AFET,Committee,125001,Harald VILIMSKY,Member,2022-01-20,
"Committee on Civil Liberties, Justice and Home Affairs",LIBE,Committee,125001,Harald VILIMSKY,Substitute,2019-07-02,2022-01-19
"Committee on Civil Liberties, Justice and Home Affairs",LIBE,Committee,125001,Harald VILIMSKY,Substitute,2022-01-20,
Delegation to the ACP-EU Joint Parliamentary Assembly,ACP-EU,Delegation,197827,Idoia VILLANUEVA RUIZ,Vice-Chair,2019-09-26,
Delegation to the ACP-EU Joint Parliamentary Assembly,ACP-EU,Delegation,197827,Idoia VILLANUEVA RUIZ,Member,2019-07-02,2019-09-25
Committee on Foreign Affairs,AFET,Committee,197827,Idoia VILLANUEVA RUIZ,Member,2019-07-02,2022-01-19
Delegation for Relations with the People's Republic of China,D-CN,Delegation,197827,Idoia VILLANUEVA RUIZ,Member,2019-07-02,
Delegation for Relations with India,D-IN,Delegation,197827,Idoia VILLANUEVA RUIZ,Member,2019-07-02,
Committee on Foreign Affairs,AFET,Committee,197827,Idoia VILLANUEVA RUIZ,Member,2022-01-20,
"Committee on the Environment, Public Health and Food Safety",ENVI,Committee,197827,Idoia VILLANUEVA RUIZ,Substitute,2019-07-02,2022-01-19
"Committee on the Environment, Public Health and Food Safety",ENVI,Committee,197827,Idoia VILLANUEVA RUIZ,Substitute,2022-01-20,
Delegation for Relations with the Countries of Central America,DCAM,Delegation,197827,Idoia VILLANUEVA RUIZ,Substitute,2023-05-31,
Delegation to the Euro-Latin American Parliamentary Assembly,DLAT,Delegation,197827,Idoia VILLANUEVA RUIZ,Substitute,2023-05-31,
Committee on Employment and Social Affairs,EMPL,Committee,197571,Nikolaj VILLUMSEN,Member,2019-07-02,2022-01-19
Committee on Employment and Social Affairs,EMPL,Committee,197571,Nikolaj VILLUMSEN,Member,2022-01-20,
"Committee on the Environment, Public Health and Food Safety",ENVI,Committee,197571,Nikolaj VILLUMSEN,Substitute,2019-07-02,2022-01-19
Delegation to the EU-Türkiye Joint Parliamentary Committee,D-TR,Delegation,197571,Nikolaj VILLUMSEN,Substitute,2019-07-02,
Delegation for Relations with the Mashreq countries,DMAS,Delegation,197571,Nikolaj VILLUMSEN,Substitute,2019-07-02,
Delegation to the Parliamentary Assembly of the Union for the Mediterranean,DMED,Delegation,197571,Nikolaj VILLUMSEN,Substitute,2019-07-02,
Committee on Constitutional Affairs,AFCO,Committee,197571,Nikolaj VILLUMSEN,Substitute,2020-02-10,2022-01-19
Delegation for Relations with Palestine,DPAL,Delegation,197571,Nikolaj VILLUMSEN,Substitute,2020-02-12,
"Committee on the Environment, Public Health and Food Safety",ENVI,Committee,197571,Nikolaj VILLUMSEN,Substitute,2022-01-20,
Committee on Constitutional Affairs,AFCO,Committee,197571,Nikolaj VILLUMSEN,Substitute,2022-01-20,
Committee on Constitutional Affairs,AFCO,Committee,98582,Loránt VINCZE,Vice-Chair,2021-05-25,2022-01-19
Committee on Constitutional Affairs,AFCO,Committee,98582,Loránt VINCZE,Vice-Chair,2022-01-20,
Committee on Constitutional Affairs,AFCO,Committee,98582,Loránt VINCZE,Member,2019-07-02,2021-05-24
Committee on Petitions,PETI,Committee,98582,Loránt VINCZE,Member,2019-07-02,2022-01-19
Delegation for Relations with India,D-IN,Delegation,98582,Loránt VINCZE,Member,2019-07-02,
Delegation to the EU-UK Parliamentary Partnership Assembly,D-UK,Delegation,98582,Loránt VINCZE,Member,2021-10-18,
Committee on Petitions,PETI,Committee,98582,Loránt VINCZE,Member,2022-01-20,
"Committee on Civil Liberties, Justice and Home Affairs",LIBE,Committee,98582,Loránt VINCZE,Substitute,2019-07-02,2022-01-19
Delegation for Relations with the United States,D-US,Delegation,98582,Loránt VINCZE,Substitute,2019-07-02,
"Committee on Civil Liberties, Justice and Home Affairs",LIBE,Committee,98582,Loránt VINCZE,Substitute,2022-01-20,
Delegation for Relations With the Countries of Southeast Asia and the Association of Southeast Asian Nations,DASE,Delegation,199941,Marianne VIND,Vice-Chair,2019-10-09,
Delegation for Relations With the Korean Peninsula,DKOR,Delegation,199941,Marianne VIND,Member,2019-09-16,2019-09-18
Committee on Employment and Social Affairs,EMPL,Committee,199941,Marianne VIND,Member,2019-09-16,2022-01-19
Delegation for Relations With the Countries of Southeast Asia and the Association of Southeast Asian Nations,DASE,Delegation,199941,Marianne VIND,Member,2019-09-19,2019-10-08
Committee on Employment and Social Affairs,EMPL,Committee,199941,Marianne VIND,Member,2022-01-20,
Delegation for Relations With the Countries of Southeast Asia and the Association of Southeast Asian Nations,DASE,Delegation,199941,Marianne VIND,Substitute,2019-09-05,2019-09-18
Committee on Transport and Tourism,TRAN,Committee,199941,Marianne VIND,Substitute,2019-09-05,2022-01-19
Special Committee on Beating Cancer,BECA,Special Committee,199941,Marianne VIND,Substitute,2020-09-14,2022-03-23
Committee on Transport and Tourism,TRAN,Committee,199941,Marianne VIND,Substitute,2022-01-20,
"Committee on Industry, Research and Energy",ITRE,Committee,124726,Henna VIRKKUNEN,Member,2019-07-02,2022-01-19
Delegation for Relations with the Arab Peninsula,DARP,Delegation,124726,Henna VIRKKUNEN,Member,2019-07-02,
Delegation to the ACP-EU Joint Parliamentary Assembly,ACP-EU,Delegation,124726,Henna VIRKKUNEN,Member,2020-02-12,
Committee on Transport and Tourism,TRAN,Committee,124726,Henna VIRKKUNEN,Member,2021-03-24,2022-01-19
"Committee on Industry, Research and Energy",ITRE,Committee,124726,Henna VIRKKUNEN,Member,2022-01-20,
Committee on Transport and Tourism,TRAN,Committee,124726,Henna VIRKKUNEN,Member,2022-01-20,
Committee of Inquiry to Investigate the Use of Pegasus and Equivalent Surveillance Spyware,PEGA,Special Committee,124726,Henna VIRKKUNEN,Member,2022-03-24,2023-07-18
Committee on Transport and Tourism,TRAN,Committee,124726,Henna VIRKKUNEN,Substitute,2019-07-02,2021-03-23
Special Committee on Artificial Intelligence in a Digital Age,AIDA,Special Committee,124726,Henna VIRKKUNEN,Substitute,2020-09-14,2022-03-23
Committee on Foreign Affairs,AFET,Committee,124726,Henna VIRKKUNEN,Substitute,2021-03-24,2021-09-08
Committee on Foreign Affairs,AFET,Committee,124875,Anders VISTISEN,Member,2022-12-12,
"Committee on Civil Liberties, Justice and Home Affairs",LIBE,Committee,124875,Anders VISTISEN,Member,2022-12-12,
Delegation for Relations with the United States,D-US,Delegation,124875,Anders VISTISEN,Member,2022-12-12,
"Committee on the Environment, Public Health and Food Safety",ENVI,Committee,124875,Anders VISTISEN,Member,2023-05-11,
Committee on Employment and Social Affairs,EMPL,Committee,124875,Anders VISTISEN,Substitute,2022-12-09,
Delegation for Relations with Australia and New Zealand,DANZ,Delegation,124875,Anders VISTISEN,Substitute,2022-12-12,
Committee on Transport and Tourism,TRAN,Committee,197844,Petar VITANOV,Member,2019-07-02,2022-01-19
"Delegation to the EU-Armenia Parliamentary Partnership Committee, the EU-Azerbaijan Parliamentary Cooperation Committee and the EU-Georgia Parliamentary Association Committee",DSCA,Delegation,197844,Petar VITANOV,Member,2019-07-02,
Delegation to the Euronest Parliamentary Assembly,DEPA,Delegation,197844,Petar VITANOV,Member,2019-07-02,
"Committee on the Environment, Public Health and Food Safety",ENVI,Committee,197844,Petar VITANOV,Member,2020-02-10,2022-01-19
